Class,Method,Commit Number,Commit Hash,Code Churn,Lines Added,Lines Deleted,Modified Files,From CBO,To CBO,From LOC,To LOC,From RFC,To RFC,From WMC,To WMC,Methods Invoked Qty,Refactoring Patterns
swim.runtime.router.PartTable,closeHost,324 -> 347,185574f8c4f40e4b8fae72f8c29749ba347eb278 -> ad31656e50aee9ddbff04b9c8602d267e392b103,457,250,207,1628,5.0,4.0,29.0,24.0,7.0,7.0,7.0,6.0,4,"swim-system-java/swim-mesh-java/swim.runtime/src/main/java/swim/runtime/router/PartTable.java: [Extract Method(42), Change Return Type(4), Extract Interface(2)]"
swim.runtime.lane.SpatialLaneModel,put,290 -> 326,0c92cb6d6cb9cfab7b7ff30fbc41d8a39ae22ed9 -> 57ac50b4a02e73000ebd693dd54ed85e1076fc71,0,0,0,2489,9.0,8.0,21.0,21.0,6.0,6.0,4.0,4.0,6,"swim-system-java/swim-mesh-java/swim.runtime/src/main/java/swim/runtime/lane/SpatialLaneModel.java: [Change Method Access Modifier(24), Remove Parameter(12), Change Parameter Type(4), Rename Method(2), Extract Superclass(2)]"
swim.runtime.agent.AgentNode,store,24 -> 51,3054ca5f6c976ea053ed18976b49a44cc186db1e -> d22db6d962a17c4d4f5820df8785a33965cf767f,0,0,0,173,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1,"swim-java/swim-core-java/swim.runtime/src/main/java/swim/runtime/agent/AgentNode.java: [Extract Class(22), Move Method(20), Add Variable Modifier(2), Rename Variable(2), Extract And Move Method(2), Add Method Annotation(1)]"
swim.runtime.AbstractUplinkContext,isSecure,53 -> 326,3bc69239d6ae8051df994cae92636687f8ca560a -> 57ac50b4a02e73000ebd693dd54ed85e1076fc71,0,0,0,2489,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,2,"swim-system-java/swim-mesh-java/swim.runtime/src/main/java/swim/runtime/AbstractUplinkContext.java: [Pull Up Method(44), Extract Class(8), Move Method(5), Extract Superclass(1), Pull Up Attribute(1)]"
swim.runtime.agent.AgentNode,openLane,326 -> 347,57ac50b4a02e73000ebd693dd54ed85e1076fc71 -> ad31656e50aee9ddbff04b9c8602d267e392b103,0,0,0,1628,7.0,6.0,42.0,38.0,14.0,14.0,8.0,7.0,11,swim-system-java/swim-mesh-java/swim.runtime/src/main/java/swim/runtime/agent/AgentNode.java: [Extract Method(6)]
swim.runtime.HttpProxy,doRespond,53 -> 322,3bc69239d6ae8051df994cae92636687f8ca560a -> 315d929e0675ee8091d44edd9faae88782a6e48d,0,0,0,17,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1,"swim-system-java/swim-mesh-java/swim.runtime/src/main/java/swim/runtime/HttpProxy.java: [Extract Class(13), Move Method(10), Extract Superclass(1), Remove Method Modifier(1)]"
swim.runtime.HttpProxy,willRequest,53 -> 322,3bc69239d6ae8051df994cae92636687f8ca560a -> 315d929e0675ee8091d44edd9faae88782a6e48d,0,0,0,17,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1,"swim-system-java/swim-mesh-java/swim.runtime/src/main/java/swim/runtime/HttpProxy.java: [Extract Class(13), Move Method(10), Extract Superclass(1), Remove Method Modifier(1)]"
swim.runtime.DownlinkModel,didFail,53 -> 322,3bc69239d6ae8051df994cae92636687f8ca560a -> 315d929e0675ee8091d44edd9faae88782a6e48d,21,11,10,17,3.0,2.0,3.0,8.0,1.0,3.0,1.0,2.0,1,"swim-system-java/swim-mesh-java/swim.runtime/src/main/java/swim/runtime/DownlinkModel.java: [Move Class(5), Change Method Access Modifier(4), Remove Parameter(3), Extract Class(1)]"
swim.runtime.agent.AgentModel,openAgent,154 -> 324,fca5f2b16f388aaf1f237506f1eaac131fd24122 -> 185574f8c4f40e4b8fae72f8c29749ba347eb278,134,72,62,7,6.0,5.0,48.0,48.0,5.0,5.0,10.0,10.0,5,"swim-system-java/swim-mesh-java/swim.runtime/src/main/java/swim/runtime/agent/AgentModel.java: [Extract And Move Method(20), Rename Method(4), Move And Inline Method(4), Remove Method Annotation(3), Change Return Type(2), Rename Class(1), Push Down Attribute(1), Push Down Method(1)]"
swim.runtime.router.EdgeTable,openMesh,154 -> 324,fca5f2b16f388aaf1f237506f1eaac131fd24122 -> 185574f8c4f40e4b8fae72f8c29749ba347eb278,198,100,98,7,9.0,8.0,29.0,29.0,11.0,11.0,6.0,6.0,8,"swim-system-java/swim-mesh-java/swim.runtime/src/main/java/swim/runtime/router/EdgeTable.java: [Extract Method(42), Change Return Type(4), Extract Interface(2)]"
swim.runtime.lane.SpatialLaneModel,clear,290 -> 326,0c92cb6d6cb9cfab7b7ff30fbc41d8a39ae22ed9 -> 57ac50b4a02e73000ebd693dd54ed85e1076fc71,0,0,0,2489,4.0,3.0,4.0,4.0,2.0,2.0,1.0,1.0,2,"swim-system-java/swim-mesh-java/swim.runtime/src/main/java/swim/runtime/lane/SpatialLaneModel.java: [Change Method Access Modifier(24), Remove Parameter(12), Change Parameter Type(4), Rename Method(2), Extract Superclass(2)]"
swim.deflate.InflateSpec,writeLorem,207 -> 355,ae83a1550e26cf7f7289c119d0dcb07cec4cb15b -> 847c5c54aa582281429ff107dfb66406162d6484,0,0,0,9234,7.0,5.0,12.0,12.0,11.0,11.0,3.0,3.0,11,"swim-system-java/swim-core-java/swim.deflate/src/test/java/swim/deflate/InflateSpec.java: [Extract Method(2), Remove Variable Modifier(2), Add Parameter(1), Move Method(1)]"
swim.runtime.AbstractUplinkContext,remoteIdentity,53 -> 326,3bc69239d6ae8051df994cae92636687f8ca560a -> 57ac50b4a02e73000ebd693dd54ed85e1076fc71,0,0,0,2489,3.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2,"swim-system-java/swim-mesh-java/swim.runtime/src/main/java/swim/runtime/AbstractUplinkContext.java: [Pull Up Method(44), Extract Class(8), Move Method(5), Extract Superclass(1), Pull Up Attribute(1)]"
swim.runtime.AbstractUplinkContext,debug,53 -> 326,3bc69239d6ae8051df994cae92636687f8ca560a -> 57ac50b4a02e73000ebd693dd54ed85e1076fc71,0,0,0,2489,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,2,"swim-system-java/swim-mesh-java/swim.runtime/src/main/java/swim/runtime/AbstractUplinkContext.java: [Pull Up Method(44), Extract Class(8), Move Method(5), Extract Superclass(1), Pull Up Attribute(1)]"
swim.actor.ActorSpace,injectPart,149 -> 287,642318cc96952f36ae792fd5f75f3f4310f67f8c -> 16b10004b33b3378615f32034f46796542e3ebf9,0,0,0,85,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1,"swim-system-java/swim-mesh-java/swim.actor/src/main/java/swim/actor/ActorSpace.java: [Remove Parameter(117), Rename Method(24), Change Return Type(24), Add Parameter(21), Change Parameter Type(12), Rename Parameter(12), Merge Parameter(12), Parameterize Attribute(8), Extract Method(6), Localize Parameter(4), Add Variable Modifier(4), Change Variable Type(4), Rename Variable(4), Replace Attribute With Variable(4)]"
swim.runtime.DownlinkView,remoteAddress,53 -> 322,3bc69239d6ae8051df994cae92636687f8ca560a -> 315d929e0675ee8091d44edd9faae88782a6e48d,0,0,0,17,3.0,2.0,9.0,9.0,2.0,2.0,2.0,2.0,2,"swim-system-java/swim-mesh-java/swim.runtime/src/main/java/swim/runtime/DownlinkView.java: [Pull Up Method(29), Change Method Access Modifier(4), Pull Up Attribute(4), Extract Class(3), Extract Superclass(1)]"
swim.uri.Uri,parse,154 -> 181,fca5f2b16f388aaf1f237506f1eaac131fd24122 -> a75125fa52d26a263160ea8b830a24d4471e7f29,0,0,0,6,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,2,"swim-system-java/swim-core-java/swim.uri/src/main/java/swim/uri/UriPathMapping.java: [Change Return Type(2), Change Parameter Type(2), Rename Parameter(2), Move And Rename Class(1), Rename Attribute(1), Change Attribute Type(1)] swim-system-java/swim-core-java/swim.uri/src/main/java/swim/uri/UriConstantMapping.java: [Change Method Access Modifier(2)] swim-system-java/swim-core-java/swim.uri/src/main/java/swim/uri/UriPath.java: [Rename Method(4), Extract Superclass(2)] swim-system-java/swim-core-java/swim.uri/src/main/java/swim/uri/UriMapper.java: [Change Method Access Modifier(1)] swim-system-java/swim-core-java/swim.uri/src/main/java/swim/uri/UriEmptyMapping.java: [Change Method Access Modifier(1)] swim-system-java/swim-core-java/swim.uri/src/main/java/swim/uri/UriAuthority.java: [Extract Superclass(2)] swim-system-java/swim-core-java/swim.uri/src/main/java/swim/uri/UriFragment.java: [Extract Superclass(2)] swim-system-java/swim-core-java/swim.uri/src/main/java/swim/uri/UriQuery.java: [Extract Superclass(2)] swim-system-java/swim-core-java/swim.uri/src/main/java/swim/uri/UriScheme.java: [Extract Superclass(2)] swim-system-java/swim-core-java/swim.uri/src/main/java/swim/uri/UriPart.java: [Extract Superclass(1)]"
swim.avro.reflection.AvroReflection,classType,174 -> 326,9f3c79844e2cf069dffc7a12990cd1a44459ffc1 -> 57ac50b4a02e73000ebd693dd54ed85e1076fc71,0,0,0,2489,4.0,3.0,17.0,17.0,6.0,6.0,4.0,4.0,6,swim-system-java/swim-core-java/swim.avro/src/main/java/swim/avro/reflection/AvroReflection.java: [Extract Class(10)]
swim.runtime.AbstractDownlinkBinding,trace,53 -> 326,3bc69239d6ae8051df994cae92636687f8ca560a -> 57ac50b4a02e73000ebd693dd54ed85e1076fc71,0,0,0,2489,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,2,"swim-system-java/swim-mesh-java/swim.runtime/src/main/java/swim/runtime/AbstractDownlinkBinding.java: [Extract Class(4), Remove Parameter(3), Move And Rename Class(1)]"
