Class,Type,Commit Number,Commit Hash,Diff URL,Code Churn,Lines Added,Lines Deleted,Modified Files,From CBO,To CBO,From DIT,To DIT,From LCOM,To LCOM,From LOC,To LOC,From NOC,To NOC,From RFC,To RFC,From WMC,To WMC,Method Invocations,Refactoring Patterns
io.nosqlbench.engine.core.lifecycle.scenario.Scenario,class,5567 -> 5568,40019912d39d483e0c72060b91c573e05184caed -> 722ac6571a6213c9a87c8d9744a2c30b37a35bb7,"['https://github.com/nosqlbench/nosqlbench/commit/b9365bff725c8746e69d56ef936fd5f791924fc8', 'https://github.com/nosqlbench/nosqlbench/commit/10080720a5877bf8f4d2c4466006181f0c1643df', 'https://github.com/nosqlbench/nosqlbench/commit/fd8e871da587dfb48cacbed6bd577a4470e63633', 'https://github.com/nosqlbench/nosqlbench/commit/6731937c966be67c4497b9f3c628a42ef781dc87', 'https://github.com/nosqlbench/nosqlbench/commit/c316bed26a7138dce2e273148f59cf18c56eee98', 'https://github.com/nosqlbench/nosqlbench/commit/972a6af65491b34b8ad29665df96bf7c7b1a1885', 'https://github.com/nosqlbench/nosqlbench/commit/59145491242ef9dd9297c4761a9fd953f28a0bad', 'https://github.com/nosqlbench/nosqlbench/commit/7d0a9a9b41a12aff0e404977dce161fd86656b7b', 'https://github.com/nosqlbench/nosqlbench/commit/8cf81b38e4e071298b4c8e03be705a2f0edfb4c2', 'https://github.com/nosqlbench/nosqlbench/commit/53832ec0270393de3e0a924a31bdfc96623eec80', 'https://github.com/nosqlbench/nosqlbench/commit/8552cf00dcef3363702821e3ab93dbdf6909e346', 'https://github.com/nosqlbench/nosqlbench/commit/5736a48de8b233ff0d60e5503a89ec1b1780201f', 'https://github.com/nosqlbench/nosqlbench/commit/5a648671d3e660cde5420322e0835417003a09cf', 'https://github.com/nosqlbench/nosqlbench/commit/a50c49f60d9f1616144c4dac57fa2c2a11ebbe89', 'https://github.com/nosqlbench/nosqlbench/commit/0638c71f6fb1505322e7df56c11b2d2cabb41602', 'https://github.com/nosqlbench/nosqlbench/commit/b8f206726594214c96506c85ba6c8c2faedbea06', 'https://github.com/nosqlbench/nosqlbench/commit/8728d305eed85ffe23ecd2ac09ac34fb368a6987', 'https://github.com/nosqlbench/nosqlbench/commit/2ce57971b6cc1834db1c7bc42f729093ae97818b', 'https://github.com/nosqlbench/nosqlbench/commit/02ff160b3c8f533d197ed49c632bf65bee30dffd', 'https://github.com/nosqlbench/nosqlbench/commit/2e47715ce797f893980e5cb3e412b115a1309f9f', 'https://github.com/nosqlbench/nosqlbench/commit/10c7197181f40c018e06f77c8c29e87f7c93ad7b', 'https://github.com/nosqlbench/nosqlbench/commit/bda0790bd4ba246bbe4df4d80cfcc4e2035ae10e', 'https://github.com/nosqlbench/nosqlbench/commit/2268dc9c0646576971fedbc20a0e4235c985f050', 'https://github.com/nosqlbench/nosqlbench/commit/dffdd70bed3bd16b3ec2fbbb1ead053a6da8e0a9', 'https://github.com/nosqlbench/nosqlbench/commit/dd1f039e09d448dace488ee9a3fb6e488333be51', 'https://github.com/nosqlbench/nosqlbench/commit/f69dd594f95c846689451ea58a526abd8b8f815c', 'https://github.com/nosqlbench/nosqlbench/commit/8497665af34d8df3fa5b1fe8427e9099055f5820', 'https://github.com/nosqlbench/nosqlbench/commit/56b96ec1aa3cea7455e2246c05fdaa212fcaa916', 'https://github.com/nosqlbench/nosqlbench/commit/a9d65796d37fa9890e03c54f7471cf66846f680b', 'https://github.com/nosqlbench/nosqlbench/commit/41ebd93530d5ad7ce745dd3aca1f296b0c082052', 'https://github.com/nosqlbench/nosqlbench/commit/23aba88ee0e2878cf2c65f13fac99a7030c74e07', 'https://github.com/nosqlbench/nosqlbench/commit/04bab325db124b1402ee083dbc5b26ebe4f26649', 'https://github.com/nosqlbench/nosqlbench/commit/ebfe389563a2e310cd7099cf54c3958500480591', 'https://github.com/nosqlbench/nosqlbench/commit/bb92e3ea23148e4cd46155ef1e21c25cd57e57c5', 'https://github.com/nosqlbench/nosqlbench/commit/745d203766698e3af7c52e49d0210449070088bf', 'https://github.com/nosqlbench/nosqlbench/commit/497432137ef72490d0821e328160a57d7a4666de', 'https://github.com/nosqlbench/nosqlbench/commit/81f004c84569a5b2ca2b6a30a3b729966ca70777', 'https://github.com/nosqlbench/nosqlbench/commit/5d519d19840d5e4ed2bb52a2e8af9a2f0c135a4f', 'https://github.com/nosqlbench/nosqlbench/commit/7633a45ae601c0dac35e9e6dd5dab128d8ab1a89', 'https://github.com/nosqlbench/nosqlbench/commit/9cf9b6e91ccfcf1cebbe051cf2e9560e7f1eb57b', 'https://github.com/nosqlbench/nosqlbench/commit/cf6ecfe42b1c7e4e00f51923f795c79d71c503f2', 'https://github.com/nosqlbench/nosqlbench/commit/6bfd9e3171b62ac4936c6260a7938e8f7cf69933', 'https://github.com/nosqlbench/nosqlbench/commit/90519b93378383005b65d5d7b5d05d2ce79919de', 'https://github.com/nosqlbench/nosqlbench/commit/40019912d39d483e0c72060b91c573e05184caed', 'https://github.com/nosqlbench/nosqlbench/commit/722ac6571a6213c9a87c8d9744a2c30b37a35bb7', 'https://github.com/nosqlbench/nosqlbench/commit/3681bb3a88c20fcc46fe47938e0cbade4b574c0d', 'https://github.com/nosqlbench/nosqlbench/commit/02f69d0038c3017174351e08892b43e963f6442d', 'https://github.com/nosqlbench/nosqlbench/commit/045cffdd182f0c5aa55c7591ba98f610da9b3afd']",0,0,0,2,29.0,29.0,2.0,2.0,191.0,191.0,304.0,302.0,0.0,0.0,102.0,100.0,65.0,64.0,notifyException[ getName():1 ] addScenarioScriptParams[ addScenarioScriptParams():1 ] getReportSummaryTo[  ] executeScenarioScripts[ debug():9 flush():4 eval():3 newBufferedReader():1 getClass():1 forceStopScenario():1 isEmpty():1 replace():1 getCanonicalName():1 error():1 getBytes():1 compile():1 of():1 currentTimeMillis():1 write():1 ] getScenarioMetadata[ getNodeFingerprint():1 getNodeId():1 ] runScenario[ debug():2 getRuntime():2 session():1 addShutdownHook():1 getScenarioName():1 run():1 recordAnnotation():1 newBuilder():1 layer():1 executeScenarioScripts():1 build():1 currentTimeMillis():1 now():1 removeShutdownHook():1 toString():1 detail():1 awaitCompletion():1 shutdown():1 initializeScriptingEngine():1 ] hashCode[ getScenarioName():2 hashCode():1 ] addScriptText[ add():1 ] finish[ debug():1 session():1 label():1 newBuilder():1 recordAnnotation():1 layer():1 warn():1 build():1 currentTimeMillis():1 interval():1 toString():1 detail():1 info():1 ] getScriptText[ joining():1 stream():1 collect():1 ] getResultIfComplete[ ofNullable():1 ] getScenarioController[  ] getScenarioState[  ] getIOLog[ ofNullable():1 map():1 ] getStartedAtMillis[  ] getLogger[  ] getScenarioName[  ] doReportSummaries[ add():2 split():2 replaceAll():2 getElapsedMillis():1 debug():1 parseLong():1 forEach():1 toLowerCase():1 getScenarioName():1 isBlank():1 toString():1 ] Scenario[ of():1 ] call[ debug():1 runScenario():1 reportMetricsSummaryToLog():1 getTimedLog():1 doReportSummaries():1 ] getEndedAtMillis[  ] setLogger[  ] equals[ getScenarioName():4 getClass():2 equals():1 ] enableCharting[ getMetricRegistry():1 ] toString[ getScenarioName():1 ] addScriptFiles[ printStackTrace():1 get():1 readAllBytes():1 toString():1 addScriptText():1 decode():1 wrap():1 ] initializeScriptingEngine[ put():5 getBaseVariableName():3 option():3 newBuilder():2 getExtensionObject():1 getClass():1 allowIO():1 allowCreateProcess():1 allowAllAccess():1 allowHostClassLookup():1 allowEnvironmentAccess():1 findAll():1 trace():1 allowNativeAccess():1 getScenarioMetadata():1 getMetricRegistry():1 setContext():1 isAutoLoading():1 create():1 allowPolyglotAccess():1 info():1 debug():1 allowCreateThread():1 apply():1 getLogger():1 allowHostClassLoading():1 build():1 equals():1 toString():1 getSimpleName():1 allowHostAccess():1 ] ,engine-core/src/main/java/io/nosqlbench/engine/core/lifecycle/scenario/Scenario.java: [Extract Superclass(2)]
io.nosqlbench.engine.api.activityapi.planning.OpSequence,interface,1465 -> 1523,831361394313a90b4e6e2e6f91eb81e56ae8cd1f -> 608d1f727f42118f10b6a54b05cdedc11416a298,"['https://github.com/nosqlbench/nosqlbench/commit/95bdc31708911c7d0a6527166f867ced5c12f52e', 'https://github.com/nosqlbench/nosqlbench/commit/831361394313a90b4e6e2e6f91eb81e56ae8cd1f', 'https://github.com/nosqlbench/nosqlbench/commit/608d1f727f42118f10b6a54b05cdedc11416a298', 'https://github.com/nosqlbench/nosqlbench/commit/7a72639a946ca1f79a35fa6c36a9ac835c85c2f0', 'https://github.com/nosqlbench/nosqlbench/commit/909e7609ffdd20fa6a139207d545a7e89a949632', 'https://github.com/nosqlbench/nosqlbench/commit/fa78e27fc0943a1b1d602fc137989c5eb979b4ec', 'https://github.com/nosqlbench/nosqlbench/commit/8e61de6139ca2bc9cbbe588a93344a8e76bfd13f', 'https://github.com/nosqlbench/nosqlbench/commit/b6675d6c74cea1bb6db0a558455b5c5935c3291b', 'https://github.com/nosqlbench/nosqlbench/commit/ed91ec7d41a69ecfd7c38112d90886d508a1cf7e', 'https://github.com/nosqlbench/nosqlbench/commit/409b0d31b293bbd0a30839979e6a41b4af5a6167', 'https://github.com/nosqlbench/nosqlbench/commit/ff2e058a93966e1319ea022006b0f5510f8ffd74', 'https://github.com/nosqlbench/nosqlbench/commit/ff048bd700331b8ab2c2cea3fd30f99e1b225f2b', 'https://github.com/nosqlbench/nosqlbench/commit/69fc74c4099368d156b9102065f4fdc9a9ef4649', 'https://github.com/nosqlbench/nosqlbench/commit/548ae08ec4d9f37fa63b12f2c0ccc0b797ddf9d5', 'https://github.com/nosqlbench/nosqlbench/commit/069e96fcebceba00b9d399a3d1d17fd99bc517fb', 'https://github.com/nosqlbench/nosqlbench/commit/a6c1502cc7de0cd96d4de930afae737e47e83553', 'https://github.com/nosqlbench/nosqlbench/commit/a1371af997cd234b0dccc492062d2bb11db1c866', 'https://github.com/nosqlbench/nosqlbench/commit/b76bfd8dc95dfcd6e2d31a391d258fd1d6e74a0a', 'https://github.com/nosqlbench/nosqlbench/commit/f1bf47e71958873bd500a55d2a28ca3639296deb', 'https://github.com/nosqlbench/nosqlbench/commit/37150c33a77a8067e85cabb36646e4470ce3faa6', 'https://github.com/nosqlbench/nosqlbench/commit/fee23ab4803f3a1571a7ce49449f5befd063133b', 'https://github.com/nosqlbench/nosqlbench/commit/edc43c5b020441fe0c304f8a345a36dce881f975', 'https://github.com/nosqlbench/nosqlbench/commit/422c3bcb6d0a35ae11dd673e136dbf1b3962066e', 'https://github.com/nosqlbench/nosqlbench/commit/6a1c9337f34b570cb5ab5d569ea70fcdfb740d4b', 'https://github.com/nosqlbench/nosqlbench/commit/b7967bd0c3428d3df6fca9672a041c8e4b56a424', 'https://github.com/nosqlbench/nosqlbench/commit/9074676d90d2eb96ec0dbeb702e3a0b971b28ba8', 'https://github.com/nosqlbench/nosqlbench/commit/f599f66516248e320ebbc102e51cb78e59f326a1']",0,0,0,1,5.0,4.0,1.0,1.0,3.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,3.0,4.0,transform[  ] getOps[  ] get[  ] getSequence[  ] ,"engine-api/src/main/java/io/nosqlbench/engine/api/activityapi/planning/OpSequence.java: [Extract Interface(2), Pull Up Method(1)]"
io.nosqlbench.driver.pulsar.ops.PulsarBatchProducerStartOp,class,1918 -> 1924,f10bd283f3ec72bbedd3723924863438f93f81d2 -> e52abbf2d67f166671bd2c4df3dbe95c57363efc,"['https://github.com/nosqlbench/nosqlbench/commit/adf1ea03e6b32da94694156fdc53430ae4e8a7c8', 'https://github.com/nosqlbench/nosqlbench/commit/f10bd283f3ec72bbedd3723924863438f93f81d2', 'https://github.com/nosqlbench/nosqlbench/commit/e52abbf2d67f166671bd2c4df3dbe95c57363efc', 'https://github.com/nosqlbench/nosqlbench/commit/098708e004e3f8a542a39eb275c57b5f8a5adcf5']",0,0,0,138,4.0,4.0,2.0,1.0,1.0,1.0,17.0,17.0,0.0,0.0,3.0,3.0,3.0,3.0,run[ set():1 newArrayList():1 get():1 ] PulsarBatchProducerStartOp[ set():1 ] ,driver-pulsar/src/main/java/io/nosqlbench/driver/pulsar/ops/PulsarBatchProducerStartOp.java: [Extract Superclass(2)]
io.nosqlbench.adapter.stdout.StdoutDriverAdapter,class,5590 -> 5634,92377b636cda2eac8a0b495f5bb48bad3434497e -> 045cffdd182f0c5aa55c7591ba98f610da9b3afd,"['https://github.com/nosqlbench/nosqlbench/commit/ecabd71048da095aeca79f6d4b2ad32b42f0d200', 'https://github.com/nosqlbench/nosqlbench/commit/16a52a0fb81d5197a3a47e795bf3357fcd6c545e', 'https://github.com/nosqlbench/nosqlbench/commit/d89ea2a4d251e94368cea53bdf506401ef2b811e', 'https://github.com/nosqlbench/nosqlbench/commit/f858ffa1d0688be41948000adde44c2b52c02169', 'https://github.com/nosqlbench/nosqlbench/commit/3e66317fc5ab9920bc0955e16add7d7c62338c4a', 'https://github.com/nosqlbench/nosqlbench/commit/87074249c17a717db0b1aa05218a8fb9c8520252', 'https://github.com/nosqlbench/nosqlbench/commit/69be6a10623e58850acff95a8c2adce10342f704', 'https://github.com/nosqlbench/nosqlbench/commit/494f20f5ab1dab5b8ccb4becdddddeb4fd6af8c0', 'https://github.com/nosqlbench/nosqlbench/commit/4b416ccf685c46b6cc3c75ccbed4fa9695b54e2c', 'https://github.com/nosqlbench/nosqlbench/commit/8728d305eed85ffe23ecd2ac09ac34fb368a6987', 'https://github.com/nosqlbench/nosqlbench/commit/2ce57971b6cc1834db1c7bc42f729093ae97818b', 'https://github.com/nosqlbench/nosqlbench/commit/4efd428de3ed5d6f8d56805603549572f79005a5', 'https://github.com/nosqlbench/nosqlbench/commit/61b923cfede7d2b5f46e884b78ae73d84337898b', 'https://github.com/nosqlbench/nosqlbench/commit/92377b636cda2eac8a0b495f5bb48bad3434497e', 'https://github.com/nosqlbench/nosqlbench/commit/045cffdd182f0c5aa55c7591ba98f610da9b3afd', 'https://github.com/nosqlbench/nosqlbench/commit/957f178c4c15c58512c4aa8877ca1a2e481a1761']",0,0,0,1,19.0,17.0,3.0,2.0,15.0,10.0,48.0,45.0,0.0,0.0,35.0,35.0,10.0,9.0,getSpaceInitializer[ getMap():1 ] getOpMapper[  ] ,"adapter-stdout/src/main/java/io/nosqlbench/adapter/stdout/StdoutDriverAdapter.java: [Change Return Type(8), Move Method(2)]"
io.nosqlbench.engine.core.lifecycle.scenario.container.NBBufferedContainer,class,5877 -> 5879,9fd3d4afb1587a47e81d03f476f7b8306c49b945 -> 4b3c2944435c6adfeef3d0235ab4aa9bf5749084,"['https://github.com/nosqlbench/nosqlbench/commit/e1f9545abd75ceefb1455c5025d053999a91b019', 'https://github.com/nosqlbench/nosqlbench/commit/7606cb94fcda6da23601f9c2b0914d0c88201736', 'https://github.com/nosqlbench/nosqlbench/commit/423c872484ad88e6645357bc0fde0ec1fbdbdbd2', 'https://github.com/nosqlbench/nosqlbench/commit/8cb3051af2aab8b4f445ca8dfa4edfc01c1d817b', 'https://github.com/nosqlbench/nosqlbench/commit/b63fcf262500c04c8c795cb3bce1217866d9e740', 'https://github.com/nosqlbench/nosqlbench/commit/e86b1166884ea9107283387a76df2c45a7546dc6', 'https://github.com/nosqlbench/nosqlbench/commit/4084afd999c30745bbb3614a68c10024a5ebc51c', 'https://github.com/nosqlbench/nosqlbench/commit/d7e3f503f7f37a33c9cf810b919c840010830737', 'https://github.com/nosqlbench/nosqlbench/commit/9fd3d4afb1587a47e81d03f476f7b8306c49b945', 'https://github.com/nosqlbench/nosqlbench/commit/4b3c2944435c6adfeef3d0235ab4aa9bf5749084', 'https://github.com/nosqlbench/nosqlbench/commit/0a76a2ed323950a82bf99cf6a76fd7864f00fb69', 'https://github.com/nosqlbench/nosqlbench/commit/caaed7f88442118f244895fb298eed3427c70fe6', 'https://github.com/nosqlbench/nosqlbench/commit/9176d4f9e6507a67e11ac17e3c55a7690c0815b0', 'https://github.com/nosqlbench/nosqlbench/commit/aef992c3cc3c422c43109d1a099d06d5ca90c65d', 'https://github.com/nosqlbench/nosqlbench/commit/5420a705799718b6d3f9f5a3957239de281fb326', 'https://github.com/nosqlbench/nosqlbench/commit/2c94e81f6b2aa9f968f2f97a384e74bee9daabf7', 'https://github.com/nosqlbench/nosqlbench/commit/4b039cdb0610d3aa8c722dde41ddd1aaf2c8b796', 'https://github.com/nosqlbench/nosqlbench/commit/f8025524699e093abea2d4938e24c6307e40b6cf', 'https://github.com/nosqlbench/nosqlbench/commit/b2651885e34dc40d6b959118d2b36dacc8d4c08b']",0,0,0,1,18.0,17.0,2.0,2.0,48.0,44.0,188.0,118.0,0.0,0.0,66.0,33.0,38.0,24.0,controller[  ] getIOLog[ getTimedLog():2 ] err[  ] in[  ] apply[ getContainerVars():7 put():7 debug():3 toString():2 getClass():1 getException():1 forEach():1 valueOf():1 orElse():1 forceStopActivities():1 getLabels():1 size():1 getResultObject():1 invokeSafe():1 get():1 valueOfOptional():1 isArray():1 ] beforeDetach[ debug():1 removeShutdownHook():1 run():1 getRuntime():1 ] builder[  ] getContainerVars[  ] asFixtures[  ] NBBufferedContainer[ forKV():1 build():1 now():1 addShutdownHook():1 getRuntime():1 recordAnnotation():1 newBuilder():1 layer():1 element():1 ] out[  ] doShutdown[  ] ,"engine-core/src/main/java/io/nosqlbench/engine/core/lifecycle/scenario/container/NBBufferedContainer.java: [Extract Method(74), Extract Variable(5), Change Return Type(4), Change Attribute Type(2)]"
io.nosqlbench.engine.core.lifecycle.scenario.script.NBScriptedScenario,class,5586 -> 5606,4efd428de3ed5d6f8d56805603549572f79005a5 -> 945f48983ce69c94fe19677ca052ef78c9a3483b,"['https://github.com/nosqlbench/nosqlbench/commit/17052eaadfac6d1373c46ab155259ead1132dd93', 'https://github.com/nosqlbench/nosqlbench/commit/65db41b22a96618dc3926ad5bb67927206cc88c7', 'https://github.com/nosqlbench/nosqlbench/commit/3ec511f61f718aa34da4e6c0f0c479cdba9736a8', 'https://github.com/nosqlbench/nosqlbench/commit/4efd428de3ed5d6f8d56805603549572f79005a5', 'https://github.com/nosqlbench/nosqlbench/commit/945f48983ce69c94fe19677ca052ef78c9a3483b', 'https://github.com/nosqlbench/nosqlbench/commit/a2ac3e3f75d6c8df1c5c5f92daa0a1ca782712ce']",0,0,0,18,15.0,15.0,3.0,3.0,24.0,24.0,121.0,108.0,0.0,0.0,40.0,37.0,25.0,21.0,getResultIfComplete[ ofNullable():1 ] executeScenarioScripts[ debug():6 eval():2 flush():2 getClass():1 compile():1 currentTimeMillis():1 getCanonicalName():1 error():1 ] runScenario[ debug():3 executeScenarioScripts():1 toString():1 reportMetricsSummaryToLog():1 getTimedLog():1 initializeScriptingEngine():1 ] addScenarioScriptParams[ addScenarioScriptParams():1 ] hashCode[ hashCode():1 ] equals[ getClass():2 equals():1 ] ofScripted[  ] addScriptText[ add():1 ] toString[  ] NBScriptedScenario[  ] addScriptFiles[ printStackTrace():1 get():1 readAllBytes():1 toString():1 addScriptText():1 decode():1 wrap():1 ] initializeScriptingEngine[ option():3 newBuilder():2 allowIO():1 debug():1 allowCreateProcess():1 allowCreateThread():1 allowAllAccess():1 allowHostClassLookup():1 allowEnvironmentAccess():1 allowHostClassLoading():1 allowNativeAccess():1 build():1 getMetricRegistry():1 setContext():1 create():1 toString():1 allowPolyglotAccess():1 allowHostAccess():1 ] ,"engine-core/src/main/java/io/nosqlbench/engine/core/lifecycle/scenario/script/NBScriptedScenario.java: [Change Return Type(6), Inline Method(5), Change Variable Type(2), Add Parameter(2), Move And Rename Class(1), Rename Method(1), Change Attribute Type(1), Remove Method Annotation(1), Change Method Access Modifier(1), Extract Superclass(1)]"
io.nosqlbench.driver.pulsar.ops.PulsarReaderMapper,class,1809 -> 1815,adf1ea03e6b32da94694156fdc53430ae4e8a7c8 -> 63158fcdd16c2d922398f46385007a2e267b7d34,"['https://github.com/nosqlbench/nosqlbench/commit/b0da4a149ba1c535ae87276d2fe811fb515ce7f0', 'https://github.com/nosqlbench/nosqlbench/commit/adf1ea03e6b32da94694156fdc53430ae4e8a7c8', 'https://github.com/nosqlbench/nosqlbench/commit/63158fcdd16c2d922398f46385007a2e267b7d34', 'https://github.com/nosqlbench/nosqlbench/commit/22ab5841609e2565578a5c9499059a5e9a196149', 'https://github.com/nosqlbench/nosqlbench/commit/2d4fb33ab74c7e2618ee6218e4c80cdcc5a76cfe', 'https://github.com/nosqlbench/nosqlbench/commit/3ef807172b5abca200eadef86c05f646602d8094', 'https://github.com/nosqlbench/nosqlbench/commit/55d5c450511123bcde56c0414554910006cc4ccd', 'https://github.com/nosqlbench/nosqlbench/commit/6903a230496d8c652ffe12bfc5dca1c9a5f7d0a5', 'https://github.com/nosqlbench/nosqlbench/commit/bf5a31b342a5b944d06f42625abdc4abbccfff3a', 'https://github.com/nosqlbench/nosqlbench/commit/0f4263f46c25d42e553dcfc8767681fdd4c5b37e']",0,0,0,1,6.0,5.0,2.0,1.0,0.0,0.0,14.0,14.0,0.0,0.0,3.0,1.0,2.0,2.0,PulsarReaderMapper[  ] apply[ apply():1 ] ,"driver-pulsar/src/main/java/io/nosqlbench/driver/pulsar/ops/PulsarReaderMapper.java: [Add Parameter(6), Remove Parameter(3), Extract Superclass(2), Move Attribute(1), Change Attribute Access Modifier(1), Pull Up Attribute(1)]"
io.nosqlbench.docsys.core.NBWebServerApp,class,4149 -> 4152,e2ad639b77a5334dca66dc60024c2443002e92b8 -> 4f6bea91de23236c4a63ac9ddc056ad21d2525be,"['https://github.com/nosqlbench/nosqlbench/commit/ec2a8c559a4f9cad912e2aba81f0b280b75c2ed9', 'https://github.com/nosqlbench/nosqlbench/commit/97031502f196a18d6fe79bb9599a00c61b47235a', 'https://github.com/nosqlbench/nosqlbench/commit/bc63a2842676c5c40e9ab9b807a78093020dd84a', 'https://github.com/nosqlbench/nosqlbench/commit/b4b995889f55d37857d02070f49161ad902457b4', 'https://github.com/nosqlbench/nosqlbench/commit/fab797fd023c8876aa82c6951bae4b27335e5c63', 'https://github.com/nosqlbench/nosqlbench/commit/caf10522270773081d2c7a4f6c62e643e90218e3', 'https://github.com/nosqlbench/nosqlbench/commit/8b5052d393331bcbc2800f41e40903b52d61d9e6', 'https://github.com/nosqlbench/nosqlbench/commit/7c64b0d967a2f953b0ea6c9b411b0ace710b109f', 'https://github.com/nosqlbench/nosqlbench/commit/1c8583347c5797d7bdcd5880c817b08fd4a198e8', 'https://github.com/nosqlbench/nosqlbench/commit/2265f1e58d6362f5babe20ce5cf99c389a3f326f', 'https://github.com/nosqlbench/nosqlbench/commit/e2ad639b77a5334dca66dc60024c2443002e92b8', 'https://github.com/nosqlbench/nosqlbench/commit/4f6bea91de23236c4a63ac9ddc056ad21d2525be', 'https://github.com/nosqlbench/nosqlbench/commit/7e5d7f188e6613329ef33e7cefdf67005706b8c1', 'https://github.com/nosqlbench/nosqlbench/commit/59145491242ef9dd9297c4761a9fd953f28a0bad', 'https://github.com/nosqlbench/nosqlbench/commit/7d0a9a9b41a12aff0e404977dce161fd86656b7b', 'https://github.com/nosqlbench/nosqlbench/commit/5d128fcfa2e55cf2ac29953acb71e8e3b805267a', 'https://github.com/nosqlbench/nosqlbench/commit/8cf81b38e4e071298b4c8e03be705a2f0edfb4c2']",0,0,0,8,6.0,5.0,1.0,1.0,22.0,22.0,102.0,88.0,0.0,0.0,36.0,27.0,27.0,26.0,search[  ] showHelp[ println():1 ] runServer[ matches():6 of():4 withContextParam():3 info():3 toLowerCase():2 withHost():1 run():1 withURL():1 withPort():1 replaceAll():1 parseInt():1 contains():1 addPaths():1 exists():1 ] main[ contains():2 join():2 copyOfRange():1 printStackTrace():1 showHelp():1 runServer():1 error():1 generate():1 info():1 ] deleteDirectory[ listFiles():1 deleteDirectory():1 delete():1 ] generate[ of():4 toString():3 info():3 getParent():2 resolve():2 createDirectories():2 split():1 readAllBytes():1 getMarkdownList():1 findPath():1 writeString():1 write():1 ] listTopics[  ] ,"docsys/src/main/java/io/nosqlbench/docsys/core/NBWebServerApp.java: [Extract Method(33), Add Class Annotation(3)]"
io.nosqlbench.driver.pulsar.PulsarSpaceCache,class,1815 -> 1820,63158fcdd16c2d922398f46385007a2e267b7d34 -> 22ab5841609e2565578a5c9499059a5e9a196149,"['https://github.com/nosqlbench/nosqlbench/commit/70709d3d9fb04d6f7ce98cc09069075b9b9fd0ef', 'https://github.com/nosqlbench/nosqlbench/commit/ddc7544b8f9547ab757438da33f44846c740f4ac', 'https://github.com/nosqlbench/nosqlbench/commit/f4076dc5d14916c9278f11934e575ee6ca8b9ba0', 'https://github.com/nosqlbench/nosqlbench/commit/c3910d69a470fb9acb69408c18097b96b312ec36', 'https://github.com/nosqlbench/nosqlbench/commit/b0da4a149ba1c535ae87276d2fe811fb515ce7f0', 'https://github.com/nosqlbench/nosqlbench/commit/8b0f4615a7dbd76e2f3fb2cfa15892692bb39875', 'https://github.com/nosqlbench/nosqlbench/commit/ada7aaadc6f97adbfb6af97c57dd22463db6f19e', 'https://github.com/nosqlbench/nosqlbench/commit/adf1ea03e6b32da94694156fdc53430ae4e8a7c8', 'https://github.com/nosqlbench/nosqlbench/commit/63158fcdd16c2d922398f46385007a2e267b7d34', 'https://github.com/nosqlbench/nosqlbench/commit/22ab5841609e2565578a5c9499059a5e9a196149', 'https://github.com/nosqlbench/nosqlbench/commit/feac6a94246a3d29ecb3f3aa08156bc837314611', 'https://github.com/nosqlbench/nosqlbench/commit/806f5380ae6444784758b892bbe23510686f573e', 'https://github.com/nosqlbench/nosqlbench/commit/d43c6c191b13cc7087d0987d4b678588a144102a', 'https://github.com/nosqlbench/nosqlbench/commit/10dd0cb02f293082bf7a32ea225b770cb80a6baf', 'https://github.com/nosqlbench/nosqlbench/commit/0ecf83f863edd343ababbcfbbe36e3b247bd1635', 'https://github.com/nosqlbench/nosqlbench/commit/0f53ea63a20815c7ea3bc3deff94225ea84ba776', 'https://github.com/nosqlbench/nosqlbench/commit/5fd0992e30a65873211484146222f59a5cd77c3a', 'https://github.com/nosqlbench/nosqlbench/commit/04cf2f74ab4539be1f68f4d14406fd971c61fdd1', 'https://github.com/nosqlbench/nosqlbench/commit/d3579bf40ee2b27207dfa1706dcffb8e089fd74d', 'https://github.com/nosqlbench/nosqlbench/commit/9e04ef36b216f3a35bf0463520fd4c8ddef75980', 'https://github.com/nosqlbench/nosqlbench/commit/30e4942341072a2a54cbe865e26996842a698510', 'https://github.com/nosqlbench/nosqlbench/commit/6e1dbef0f1421b76c9c51bb01ac48704d85db1f8', 'https://github.com/nosqlbench/nosqlbench/commit/7a8c9d58e09f26c9054fab365426860df7868ccb', 'https://github.com/nosqlbench/nosqlbench/commit/31865d26a99d1f8e10e510044a6816b5322ac22b', 'https://github.com/nosqlbench/nosqlbench/commit/fca986e15a8ab2340cc07f4b1604c621d07b8ad4', 'https://github.com/nosqlbench/nosqlbench/commit/3ef807172b5abca200eadef86c05f646602d8094', 'https://github.com/nosqlbench/nosqlbench/commit/55d5c450511123bcde56c0414554910006cc4ccd', 'https://github.com/nosqlbench/nosqlbench/commit/6903a230496d8c652ffe12bfc5dca1c9a5f7d0a5']",0,0,0,1,6.0,2.0,1.0,1.0,0.0,0.0,25.0,13.0,0.0,0.0,5.0,3.0,6.0,3.0,getActivity[  ] getClientSpace[ computeIfAbsent():1 ] PulsarSpaceCache[  ] ,"driver-pulsar/src/main/java/io/nosqlbench/driver/pulsar/PulsarSpaceCache.java: [Extract Class(2), Move Attribute(1)]"
