Class,Method,Commit Number,Commit Hash,Diff URL,Code Churn,Lines Added,Lines Deleted,Modified Files,From CBO,To CBO,From LOC,To LOC,From RFC,To RFC,From WMC,To WMC,Methods Invoked Qty,Refactoring Patterns
org.waveprotocol.mod.wavejs.js.p2pvalue.CommunityJS,onNameChanged,349 -> 356,3144a8953d5f41bcc32b7f54dae3d05e93094a40 -> fe963b351b0041601a8ccd6ea3e6f9ddd235598f,"['https://github.com/SwellRT/swellrt/commit/3144a8953d5f41bcc32b7f54dae3d05e93094a40', 'https://github.com/SwellRT/swellrt/commit/fe963b351b0041601a8ccd6ea3e6f9ddd235598f']",0,0,0,41,1.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,1,"src/org/waveprotocol/mod/wavejs/js/p2pvalue/CommunityJS.java: [Change Method Access Modifier(2), Rename Variable(2), Rename Parameter(2), Move Method(1), Add Method Modifier(1), Move And Rename Method(1)]"
org.waveprotocol.box.server.rpc.ServerRpcProvider$AtmosphereConnection,close,837 -> 839,52942518e9472c0d17fee89bd8c162120748c1f0 -> fb21168409f5d2a7ff099ccf17a5adb81e18d2a9,"['https://github.com/SwellRT/swellrt/commit/6764543648361c73d822345aff235d1c65722be5', 'https://github.com/SwellRT/swellrt/commit/52942518e9472c0d17fee89bd8c162120748c1f0', 'https://github.com/SwellRT/swellrt/commit/fb21168409f5d2a7ff099ccf17a5adb81e18d2a9', 'https://github.com/SwellRT/swellrt/commit/00a550a709215c4f074639064e1d33b28614cfee', 'https://github.com/SwellRT/swellrt/commit/7fc4e8ed187934f4de01e5e3460133fa43c2b4a7', 'https://github.com/SwellRT/swellrt/commit/9c97e142d2d3497810b043238bf5fac28eb5e0fa', 'https://github.com/SwellRT/swellrt/commit/db58eb0fe27978cdd981d65d6169aa8a2748846b', 'https://github.com/SwellRT/swellrt/commit/17d19582783331d858477ad8709423c61b653c62', 'https://github.com/SwellRT/swellrt/commit/2895b597d4c470029f53acfb08845c0e23aad2d8']",0,0,0,3,2.0,2.0,12.0,4.0,6.0,2.0,3.0,1.0,2,"src/org/waveprotocol/box/server/rpc/ServerRpcProvider.java: [Extract And Move Method(37), Extract Method(18), Extract Class(9), Rename Variable(8), Merge Parameter(5), Inline Variable(5), Change Parameter Type(4), Rename Parameter(4), Rename Attribute(4), Change Attribute Type(4), Remove Attribute Modifier(4), Change Variable Type(4), Move Attribute(4), Change Attribute Access Modifier(2), Change Method Access Modifier(2), Add Method Modifier(2), Move And Rename Method(2)]"
org.swellrt.beta.model.local.SObjectLocal,size,1167 -> 1208,f69768cf9daac363bb7cf6e36b484e1be86b996e -> 9f2bb1ea8929acd0b44cfc4fbb70a58d899140ef,"['https://github.com/SwellRT/swellrt/commit/f69768cf9daac363bb7cf6e36b484e1be86b996e', 'https://github.com/SwellRT/swellrt/commit/9f2bb1ea8929acd0b44cfc4fbb70a58d899140ef', 'https://github.com/SwellRT/swellrt/commit/f2258de526a6904e8caa4cd1c532fe0b997cd1eb']",0,0,0,32,1.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,1,wave/src/main/java/org/swellrt/beta/model/local/SObjectLocal.java: [Move Method(2)]
org.swellrt.beta.client.ServiceContext,getSessionId,1167 -> 1213,f69768cf9daac363bb7cf6e36b484e1be86b996e -> 060bbad0ae4d5fc479c0fbba194320849a27b84c,"['https://github.com/SwellRT/swellrt/commit/f69768cf9daac363bb7cf6e36b484e1be86b996e', 'https://github.com/SwellRT/swellrt/commit/060bbad0ae4d5fc479c0fbba194320849a27b84c', 'https://github.com/SwellRT/swellrt/commit/69ff794787f1bdd18f048687a189c0408e88feec', 'https://github.com/SwellRT/swellrt/commit/8e60a877922adb4a5eb112f00bf5f1110c4ff339', 'https://github.com/SwellRT/swellrt/commit/b09e1c22c9d09771269b7a44ab269a660440511b', 'https://github.com/SwellRT/swellrt/commit/0e723889688e358ee55ab723551f0e9bc499f01d', 'https://github.com/SwellRT/swellrt/commit/2805e3349c5406d95077fa7a0213fcff9d36d101', 'https://github.com/SwellRT/swellrt/commit/b17fa00b07c72113fdede827628848d002f598dd', 'https://github.com/SwellRT/swellrt/commit/07eebe1ae29cdf68c5b2170aa07c6f999886bca0', 'https://github.com/SwellRT/swellrt/commit/ab9ec1e98c423708e7552436872fc5ba40e6a06e', 'https://github.com/SwellRT/swellrt/commit/b8b34aeaac851c8df71182eec40231f071e4dadf', 'https://github.com/SwellRT/swellrt/commit/aeebc376ce07b6ce3b56bb3dc9a490e90e8dda2f', 'https://github.com/SwellRT/swellrt/commit/4f203b780c3b357177921b02fe3975ac51f7d6ac', 'https://github.com/SwellRT/swellrt/commit/585deae8e3f2addec642ae8e5f7d8f46b0e53fa6', 'https://github.com/SwellRT/swellrt/commit/99a2deef866c8bf6b03e17d21f73fc90e44c840a']",0,0,0,1,1.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,1,"wave/src/main/java/org/swellrt/beta/client/ServiceContext.java: [Change Method Access Modifier(2), Move Method(2), Remove Parameter(1), Remove Method Modifier(1)]"
org.swellrt.api.SwellRT,notificationRequest,846 -> 871,c63b9b4d7861266ad05c5ae49e7a5754c5b79372 -> 7fc4e8ed187934f4de01e5e3460133fa43c2b4a7,"['https://github.com/SwellRT/swellrt/commit/7cfe7fa75f49b0895c4ce7c64e3340e8c9e050bf', 'https://github.com/SwellRT/swellrt/commit/d675950b509cf36ccd640a49ba3385b86fe43f2b', 'https://github.com/SwellRT/swellrt/commit/53bf8f44ef8b188980d53a423e6f0fddd000bb81', 'https://github.com/SwellRT/swellrt/commit/d4fbe69c745e3c291227430c988d85fe6ed4c897', 'https://github.com/SwellRT/swellrt/commit/62a4653ec410919882602103b846161e4309ce0a', 'https://github.com/SwellRT/swellrt/commit/42f267e2c827bbc54f066cdf539ba7743e3d0647', 'https://github.com/SwellRT/swellrt/commit/e21a28b8c95bb4a1a1dcb781b397fafab4038047', 'https://github.com/SwellRT/swellrt/commit/6d3a34713ae237da677c3a182aa769b9f07a9209', 'https://github.com/SwellRT/swellrt/commit/00a550a709215c4f074639064e1d33b28614cfee', 'https://github.com/SwellRT/swellrt/commit/c63b9b4d7861266ad05c5ae49e7a5754c5b79372', 'https://github.com/SwellRT/swellrt/commit/7fc4e8ed187934f4de01e5e3460133fa43c2b4a7', 'https://github.com/SwellRT/swellrt/commit/db58eb0fe27978cdd981d65d6169aa8a2748846b', 'https://github.com/SwellRT/swellrt/commit/17d19582783331d858477ad8709423c61b653c62', 'https://github.com/SwellRT/swellrt/commit/2895b597d4c470029f53acfb08845c0e23aad2d8', 'https://github.com/SwellRT/swellrt/commit/3e9ae0a5a745741430878b518a44e5da78c2d18c']",0,0,0,12,6.0,5.0,31.0,32.0,5.0,5.0,2.0,2.0,3,"src/org/swellrt/api/SwellRT.java: [Change Method Access Modifier(2), Add Method Modifier(2), Move Method(1), Move And Rename Method(1)] src/org/swellrt/api/SwellRTUtils.java: [Change Method Access Modifier(2), Add Method Modifier(2), Move Method(1), Move And Rename Method(1)]"
org.swellrt.beta.model.wave.mutable.SWaveNodeManager,loadList,1465 -> 1578,71039d8b18c3d800208e6c8d5c486099fa8590a4 -> 90aa180a885baa853e9b9ef1e8506d569c503626,"['https://github.com/SwellRT/swellrt/commit/71039d8b18c3d800208e6c8d5c486099fa8590a4', 'https://github.com/SwellRT/swellrt/commit/90aa180a885baa853e9b9ef1e8506d569c503626', 'https://github.com/SwellRT/swellrt/commit/b2e5eaa298ddb6f487cbcc989f944bc3bef3f60e', 'https://github.com/SwellRT/swellrt/commit/38738deab59fa4d0ffca63b4dc5fa00020a3251b']",0,0,0,11,8.0,8.0,16.0,15.0,13.0,11.0,3.0,3.0,13,"wave/src/main/java/org/swellrt/beta/model/wave/mutable/SWaveNodeManager.java: [Move Class(4), Change Attribute Type(2), Move Method(1)]"
org.swellrt.server.box.servlet.SwellRtServlet,doGet,1170 -> 1434,12eb6e29491afe5c4878ede14383d03c7fe51e17 -> 61b6455b465a1c4799651538d266cda2c8302e17,"['https://github.com/SwellRT/swellrt/commit/25b5e5539764460a249488f20f3796bdf308c961', 'https://github.com/SwellRT/swellrt/commit/404d6fa50180e2f382ca3b3841895bd9fd99a828', 'https://github.com/SwellRT/swellrt/commit/7aa694663f067f6c24307ab218e2c012cb64c15c', 'https://github.com/SwellRT/swellrt/commit/bce34829ad1c3ad38caff47884c7906a0183c91e', 'https://github.com/SwellRT/swellrt/commit/53fc501f17dd7e9111d720dd3d742098e463ec52', 'https://github.com/SwellRT/swellrt/commit/ad273063fd809281ce5e60d2eb3e963643ec68a5', 'https://github.com/SwellRT/swellrt/commit/123668285e4194e4e03edc7fb96d2570b9421618', 'https://github.com/SwellRT/swellrt/commit/a1dd04bead53223cd3cbb2af138cc3fa86ad75ad', 'https://github.com/SwellRT/swellrt/commit/4a89ab6818c4b2fd48c6cdd88748d5f4378ea19d', 'https://github.com/SwellRT/swellrt/commit/6d3a34713ae237da677c3a182aa769b9f07a9209', 'https://github.com/SwellRT/swellrt/commit/503cd4af3dc5d9257f81f96e3358dbc9fad7676c', 'https://github.com/SwellRT/swellrt/commit/aaffffe96c0eea2dbb480ef28f2d4cf4f7d81421', 'https://github.com/SwellRT/swellrt/commit/a49c7a1d55958930833a73d4b97a306db2768aa2', 'https://github.com/SwellRT/swellrt/commit/68396460de5b6f1ca57598c4094b4a637bd88dc6', 'https://github.com/SwellRT/swellrt/commit/00a550a709215c4f074639064e1d33b28614cfee', 'https://github.com/SwellRT/swellrt/commit/7fc4e8ed187934f4de01e5e3460133fa43c2b4a7', 'https://github.com/SwellRT/swellrt/commit/db58eb0fe27978cdd981d65d6169aa8a2748846b', 'https://github.com/SwellRT/swellrt/commit/17d19582783331d858477ad8709423c61b653c62', 'https://github.com/SwellRT/swellrt/commit/2895b597d4c470029f53acfb08845c0e23aad2d8', 'https://github.com/SwellRT/swellrt/commit/bfd1c69917e1d1e6d6542ed4ab4832bcd34e79f3', 'https://github.com/SwellRT/swellrt/commit/a6c53df9a4e0004cb73a25a0dea309cf8aa4c804', 'https://github.com/SwellRT/swellrt/commit/0b3877e2be764070dcbd23932812bd8e30fcb6e5', 'https://github.com/SwellRT/swellrt/commit/c7c1f450dff596c77f3741241406203539f0e239', 'https://github.com/SwellRT/swellrt/commit/a5862981b2c37cf2e82a5688e9a947270d38c8e8', 'https://github.com/SwellRT/swellrt/commit/31a0beae28bee0767fce85bc6676c49f60d6f788', 'https://github.com/SwellRT/swellrt/commit/be89ea32735f512e6cfdb4c475e5c6656551c283', 'https://github.com/SwellRT/swellrt/commit/d4733af5f1c6dd7b9fd297f9d9b0f5fefa443338', 'https://github.com/SwellRT/swellrt/commit/882afaa301101eb062130e04d318d730c7843c69', 'https://github.com/SwellRT/swellrt/commit/aea8edda81d699652d42e9292ffc8cebf459cd30', 'https://github.com/SwellRT/swellrt/commit/e0febf8bcfe9cf9b9be49d7b02ac3b56df62af9c', 'https://github.com/SwellRT/swellrt/commit/2807055d3f06b32dcbb6eb0d149034b09598b210', 'https://github.com/SwellRT/swellrt/commit/d9186eda0e9b727e3f87df0d199c488e2539c360', 'https://github.com/SwellRT/swellrt/commit/12eb6e29491afe5c4878ede14383d03c7fe51e17', 'https://github.com/SwellRT/swellrt/commit/61b6455b465a1c4799651538d266cda2c8302e17']",0,0,0,163,8.0,6.0,23.0,21.0,6.0,6.0,6.0,6.0,29,"src/org/swellrt/server/box/servlet/SwellRtServlet.java: [Extract Method(18), Extract Variable(14), Change Variable Type(4)]"
org.waveprotocol.wave.client.doodad.widget.WidgetDoodad$WidgetEventHandler,handleLeftAfterNode,1061 -> 1589,991779f45c072d0c2bcc1785208ab3a7426b1eef -> df3100653ed7193a9682e3147e88290fccb5e855,"['https://github.com/SwellRT/swellrt/commit/991779f45c072d0c2bcc1785208ab3a7426b1eef', 'https://github.com/SwellRT/swellrt/commit/df3100653ed7193a9682e3147e88290fccb5e855', 'https://github.com/SwellRT/swellrt/commit/b2e5eaa298ddb6f487cbcc989f944bc3bef3f60e', 'https://github.com/SwellRT/swellrt/commit/38738deab59fa4d0ffca63b4dc5fa00020a3251b']",0,0,0,8,5.0,4.0,4.0,4.0,5.0,5.0,1.0,1.0,5,"wave/src/main/java/org/waveprotocol/wave/client/doodad/widget/WidgetDoodad.java: [Change Variable Type(16), Change Parameter Type(12), Rename Class(2), Change Attribute Type(2), Rename Attribute(2), Rename Parameter(2), Move And Rename Method(2), Remove Method Modifier(1), Move Method(1)]"
org.waveprotocol.box.stat.Timing,exitScope,275 -> 1484,5abfce6c7059e7abdb17c847687e9c1f6a93b689 -> aeebc376ce07b6ce3b56bb3dc9a490e90e8dda2f,"['https://github.com/SwellRT/swellrt/commit/d8896276557c9387df97f76b2fab4331207017d6', 'https://github.com/SwellRT/swellrt/commit/5abfce6c7059e7abdb17c847687e9c1f6a93b689', 'https://github.com/SwellRT/swellrt/commit/aeebc376ce07b6ce3b56bb3dc9a490e90e8dda2f', 'https://github.com/SwellRT/swellrt/commit/3d671c102e320f87729e10441dcda649b67a19e4', 'https://github.com/SwellRT/swellrt/commit/b2e5eaa298ddb6f487cbcc989f944bc3bef3f60e', 'https://github.com/SwellRT/swellrt/commit/38738deab59fa4d0ffca63b4dc5fa00020a3251b']",0,0,0,10,1.0,0.0,5.0,5.0,1.0,1.0,2.0,2.0,1,"src/org/waveprotocol/box/stat/Timing.java: [Rename Parameter(4), Move And Inline Method(2), Add Method Modifier(1), Move Method(1)]"
org.swellrt.api.SwellRT,setPassword,846 -> 871,c63b9b4d7861266ad05c5ae49e7a5754c5b79372 -> 7fc4e8ed187934f4de01e5e3460133fa43c2b4a7,"['https://github.com/SwellRT/swellrt/commit/0ae639c860fed41d7ac9e240c538b219d99487b8', 'https://github.com/SwellRT/swellrt/commit/b6c595ae3a8d85fd2af650d005255a9e2bc95822', 'https://github.com/SwellRT/swellrt/commit/fa3bb1716973cfcadab247b89ee7dedaac47c7fc', 'https://github.com/SwellRT/swellrt/commit/00a550a709215c4f074639064e1d33b28614cfee', 'https://github.com/SwellRT/swellrt/commit/c63b9b4d7861266ad05c5ae49e7a5754c5b79372', 'https://github.com/SwellRT/swellrt/commit/7fc4e8ed187934f4de01e5e3460133fa43c2b4a7', 'https://github.com/SwellRT/swellrt/commit/db58eb0fe27978cdd981d65d6169aa8a2748846b', 'https://github.com/SwellRT/swellrt/commit/17d19582783331d858477ad8709423c61b653c62', 'https://github.com/SwellRT/swellrt/commit/2895b597d4c470029f53acfb08845c0e23aad2d8']",0,0,0,12,5.0,4.0,30.0,31.0,4.0,4.0,1.0,1.0,3,"src/org/swellrt/api/SwellRT.java: [Change Method Access Modifier(2), Add Method Modifier(2), Move Method(1), Move And Rename Method(1)] src/org/swellrt/api/SwellRTUtils.java: [Change Method Access Modifier(2), Add Method Modifier(2), Move Method(1), Move And Rename Method(1)]"
