Class,Method,Commit Number,Commit Hash,Code Churn,Lines Added,Lines Deleted,Modified Files,From CBO,To CBO,From LOC,To LOC,From RFC,To RFC,From WMC,To WMC,Methods Invoked Qty,Refactoring Patterns
dslabs.framework.testing.ClientWorker,sendNextCommandWhilePossible,261 -> 289,cc772f9bc4e05e75b96a92db82024d83bb10a194 -> 8a427ec803db4ac2b3643584b8df1e32be51f963,60,38,22,2,7.0,7.0,50.0,46.0,19.0,18.0,17.0,16.0,20,"framework/tst/dslabs/framework/testing/ClientWorker.java: [Extract Method(20), Invert Condition(4)]"
dslabs.paxos.PaxosTest,test23QuorumCheckingSearch,88 -> 96,633785340430c00f008569cf6cf169fcbd37cbb2 -> f38c64c9ede4742da2531b0e69d4076a5c4dce36,2,1,1,3,16.0,16.0,40.0,40.0,29.0,28.0,3.0,3.0,30,"labs/lab3-paxos/tst/dslabs/paxos/PaxosTest.java: [Extract Method(51), Inline Method(12), Extract Variable(12), Add Variable Modifier(12), Extract And Move Method(10), Add Attribute Modifier(4), Add Method Annotation(3)]"
dslabs.paxos.PaxosTest,test17ConstantRepartition,73 -> 88,6c42fefab63e1ec07dc3c249fe2a82457aad024e -> 633785340430c00f008569cf6cf169fcbd37cbb2,242,115,127,29,12.0,12.0,46.0,43.0,21.0,19.0,8.0,8.0,21,"labs/lab3-paxos/tst/dslabs/paxos/PaxosTest.java: [Extract Method(83), Inline Method(32), Change Variable Type(20), Rename Variable(20)]"
dslabs.paxos.PaxosTest,test08SynchronousClients,73 -> 88,6c42fefab63e1ec07dc3c249fe2a82457aad024e -> 633785340430c00f008569cf6cf169fcbd37cbb2,242,115,127,29,13.0,12.0,18.0,17.0,12.0,11.0,3.0,3.0,13,"labs/lab3-paxos/tst/dslabs/paxos/PaxosTest.java: [Extract Method(83), Inline Method(32), Change Variable Type(20), Rename Variable(20)]"
dslabs.paxos.PaxosTest,test19RepartitionFullThroughput,73 -> 88,6c42fefab63e1ec07dc3c249fe2a82457aad024e -> 633785340430c00f008569cf6cf169fcbd37cbb2,242,115,127,29,14.0,14.0,57.0,54.0,24.0,22.0,10.0,10.0,24,"labs/lab3-paxos/tst/dslabs/paxos/PaxosTest.java: [Extract Method(83), Inline Method(32), Change Variable Type(20), Rename Variable(20)]"
