Class,Type,Commit Number,Commit Hash,Diff URL,Code Churn,Lines Added,Lines Deleted,Modified Files,From CBO,To CBO,From DIT,To DIT,From LCOM,To LCOM,From LOC,To LOC,From NOC,To NOC,From RFC,To RFC,From WMC,To WMC,Method Invocations,Refactoring Patterns
org.jupiter.transport.netty.channel.NettyChannelGroup,class,1047 -> 1050,8562ca692edd472945bbf6f9b684ca6a061433f6 -> b295d0403313bd40b2c04626532795f15fb3476f,"['https://github.com/fengjiachun/Jupiter/commit/361a8d0111d09636169ed394fc21bd4fe55eb9c2', 'https://github.com/fengjiachun/Jupiter/commit/b76b28a17184660f3afb02389cb826c9555b5b48', 'https://github.com/fengjiachun/Jupiter/commit/1d9111528668ba9863ca723e128109b9207d3ba3', 'https://github.com/fengjiachun/Jupiter/commit/f973b654fb368e6f4c0e938227b2600028bcfeba', 'https://github.com/fengjiachun/Jupiter/commit/08cb2c9bcc838398b4895e149651c669b640d2df', 'https://github.com/fengjiachun/Jupiter/commit/c72ea3f8d153ea7fd11e71a5db03b1e210d8bb55', 'https://github.com/fengjiachun/Jupiter/commit/b70d9f3ceb47355c228a6a41079e1165a83c3c43', 'https://github.com/fengjiachun/Jupiter/commit/944188ccdd96710b5ccb47e892eadad43b1b43ce', 'https://github.com/fengjiachun/Jupiter/commit/5d795a2f2e6e28eecc96d1ce775db4e6c8fb9282', 'https://github.com/fengjiachun/Jupiter/commit/a8ff3ccb195905b5bb5628601831365d5d761a51', 'https://github.com/fengjiachun/Jupiter/commit/6b698697e4f9f86c3eb0b638e7f9cda954025bc1', 'https://github.com/fengjiachun/Jupiter/commit/bae22120e07cc5ae6139e5ca081760c9d4bc9aff', 'https://github.com/fengjiachun/Jupiter/commit/eeeebdb63ea1bee14ec325822d39f323d1a6d8e3', 'https://github.com/fengjiachun/Jupiter/commit/80acbfe01b6b192e66b9c54e61e1462c3cc6651b', 'https://github.com/fengjiachun/Jupiter/commit/ebe98f5fd983836cec9074eb662988ece4c03722', 'https://github.com/fengjiachun/Jupiter/commit/e0f6ae063ac1985839d61c16ece8bee8db260140', 'https://github.com/fengjiachun/Jupiter/commit/1aa2f53c019305821089a1e322f3c2be485667d8', 'https://github.com/fengjiachun/Jupiter/commit/a003f55db16f9c71a801ad541944d342c4dfe604', 'https://github.com/fengjiachun/Jupiter/commit/0c730127f8c1f5c729f6821c330c606c6b5a8029', 'https://github.com/fengjiachun/Jupiter/commit/1e86c14e1f253188fd07845dbbb7644ce2f7e1c7', 'https://github.com/fengjiachun/Jupiter/commit/574515d50117b9d43e039959d3709a4ab7f22dc6', 'https://github.com/fengjiachun/Jupiter/commit/5716a7af179cde21e784e9569d2cde1df0d14b90', 'https://github.com/fengjiachun/Jupiter/commit/68e73cdd4ab474ca2368d0323790cd99de822a86', 'https://github.com/fengjiachun/Jupiter/commit/af2b1d3154dc3eac3dfc9b96db137ca425091ad1', 'https://github.com/fengjiachun/Jupiter/commit/89bda97c4170cf2c640fbb5598fdb32e74bcc04e', 'https://github.com/fengjiachun/Jupiter/commit/8562ca692edd472945bbf6f9b684ca6a061433f6', 'https://github.com/fengjiachun/Jupiter/commit/b295d0403313bd40b2c04626532795f15fb3476f', 'https://github.com/fengjiachun/Jupiter/commit/d334090fa691d71cad8c9474b7069c769da5c0bc', 'https://github.com/fengjiachun/Jupiter/commit/1fb04450e81656333d2fc93371c46f181a42fcd6', 'https://github.com/fengjiachun/Jupiter/commit/268403aa08b776044088844495fdba6386b3a11e', 'https://github.com/fengjiachun/Jupiter/commit/d21bf8cdf941c70fa3800373f9ae45de4988ff86', 'https://github.com/fengjiachun/Jupiter/commit/74a0ffdbf6ccf4f5b2b0f4457e1ae37a3e560251', 'https://github.com/fengjiachun/Jupiter/commit/87a3a428118bce6a65a050b2cdb2b3bef4478047']",0,0,0,1,12.0,12.0,1.0,1.0,139.0,139.0,166.0,164.0,0.0,0.0,37.0,35.0,44.0,43.0,next[ getValue():1 toNanos():1 getAndIncrement():1 abs():1 parkNanos():1 getObjectVolatile():1 ] add[ add():1 closeFuture():1 channel():1 addListener():1 ] getWarmUp[  ] getWeight[  ] setWeight[  ] isEmpty[ isEmpty():1 ] setWarmUp[  ] remove[ remove():1 ] getTimestamps[  ] NettyChannelGroup[  ] size[ size():1 ] hashCode[ hashCode():1 ] equals[ getClass():2 equals():1 ] resetTimestamps[ millisClock():1 now():1 ] remoteAddress[  ] ,"jupiter-transport/jupiter-transport-netty/src/main/java/org/jupiter/transport/netty/channel/NettyChannelGroup.java: [Add Parameter(1), Move Method(1)]"
org.jupiter.registry.ConfigClient,class,421 -> 426,077cfa73e56171d0e2c2ce5b8837618a17debea5 -> a92a11be373cf2d88e91bcc69d4df673b19e89d1,"['https://github.com/fengjiachun/Jupiter/commit/361a8d0111d09636169ed394fc21bd4fe55eb9c2', 'https://github.com/fengjiachun/Jupiter/commit/a9a62973f82dda825b4ccc826f69ade6e12e5669', 'https://github.com/fengjiachun/Jupiter/commit/020ccb2151f5d797e5aa72d2040fead726a35d29', 'https://github.com/fengjiachun/Jupiter/commit/d127b4b1b37bf9b7fb6c99da604996d9a682b0c4', 'https://github.com/fengjiachun/Jupiter/commit/bd78be029983807f892873c81ab37b8fbd04999d', 'https://github.com/fengjiachun/Jupiter/commit/135a4ed511232eeb79078bbefaf20d2813990eaf', 'https://github.com/fengjiachun/Jupiter/commit/ead383742973e9112a8b411ce648a67bab8c07fd', 'https://github.com/fengjiachun/Jupiter/commit/57c1bd8118e4cd9050b271044f8d0ac9423fd770', 'https://github.com/fengjiachun/Jupiter/commit/f973b654fb368e6f4c0e938227b2600028bcfeba', 'https://github.com/fengjiachun/Jupiter/commit/b7fbee5f2175408dbecaa8ddb076b3695f0192cb', 'https://github.com/fengjiachun/Jupiter/commit/37ba06d79be05d1678b8c31759e5ec46f92ba8fb', 'https://github.com/fengjiachun/Jupiter/commit/077cfa73e56171d0e2c2ce5b8837618a17debea5', 'https://github.com/fengjiachun/Jupiter/commit/a92a11be373cf2d88e91bcc69d4df673b19e89d1', 'https://github.com/fengjiachun/Jupiter/commit/6b1b9b8e59a7d8e1beba665e2820b3fb6051d8da']",0,0,0,26,35.0,35.0,7.0,7.0,0.0,0.0,281.0,280.0,0.0,0.0,36.0,37.0,18.0,18.0,doSubscribe[ add():1 data():1 sign():1 put():1 writeAndFlush():1 ] ConfigClient[ checkNotNull():1 ] doUnregister[ data():1 sign():1 remove():1 put():1 writeAndFlush():1 ] doInit[ setOption():2 config():2 channel():1 toMillis():1 bootstrap():1 ] doRegister[ add():1 data():1 sign():1 put():1 writeAndFlush():1 ] handleAcknowledge[ sequence():1 setDaemon():1 start():1 remove():1 ] connect[ setReconnect():1 handler():1 getPort():1 channel():1 setOptions():1 bootstrap():1 sync():1 connect():1 getHost():1 ] ,jupiter-registry-default/src/main/java/org/jupiter/registry/ConfigClient.java: [Extract Method(10)]
org.jupiter.registry.ConfigServer$MessageDecoder,innerclass,421 -> 426,077cfa73e56171d0e2c2ce5b8837618a17debea5 -> a92a11be373cf2d88e91bcc69d4df673b19e89d1,"['https://github.com/fengjiachun/Jupiter/commit/361a8d0111d09636169ed394fc21bd4fe55eb9c2', 'https://github.com/fengjiachun/Jupiter/commit/a9a62973f82dda825b4ccc826f69ade6e12e5669', 'https://github.com/fengjiachun/Jupiter/commit/020ccb2151f5d797e5aa72d2040fead726a35d29', 'https://github.com/fengjiachun/Jupiter/commit/37ba06d79be05d1678b8c31759e5ec46f92ba8fb', 'https://github.com/fengjiachun/Jupiter/commit/077cfa73e56171d0e2c2ce5b8837618a17debea5', 'https://github.com/fengjiachun/Jupiter/commit/a92a11be373cf2d88e91bcc69d4df673b19e89d1']",0,0,0,26,13.0,11.0,2.0,2.0,1.0,1.0,61.0,59.0,0.0,0.0,20.0,18.0,16.0,16.0,MessageDecoder[  ] decode[ sign():4 bodyLength():3 checkpoint():2 add():2 readObject():2 getSerializer():2 readBytes():2 readByte():2 info():2 channel():1 readSlice():1 readLong():1 readShort():1 state():1 id():1 readInt():1 ] ,jupiter-registry-default/src/main/java/org/jupiter/registry/ConfigServer.java: [Extract Method(10)]
org.jupiter.rpc.consumer.future.InvokeFuture,class,807 -> 811,2ae07349f5ebc064e929f2ec8ecec3d583e70f7c -> 4efadc28e8a729e3556672e565991fdc09dad1d2,"['https://github.com/fengjiachun/Jupiter/commit/29b32f6e338615cc74ec5fb397c7ab1da3b2bdf7', 'https://github.com/fengjiachun/Jupiter/commit/961b67444d5c6b87bce3608c2f3e89f4f352b759', 'https://github.com/fengjiachun/Jupiter/commit/063600ef394c16425acb2d0ab1d78f699b150b0f', 'https://github.com/fengjiachun/Jupiter/commit/b8a9a537faf1c6268b276302f49e0da4c710300b', 'https://github.com/fengjiachun/Jupiter/commit/b745b06c37d92f390f84ccb48de8a59a8fcba566', 'https://github.com/fengjiachun/Jupiter/commit/9501bb7b0d4e9d625b3716524db3b5471f18cf50', 'https://github.com/fengjiachun/Jupiter/commit/e97eb63a0342ce8344c41deec67a7bb88f0d6599', 'https://github.com/fengjiachun/Jupiter/commit/bea4dc0a7c00d11c2618aadc1360c945dc3b2cf6', 'https://github.com/fengjiachun/Jupiter/commit/d1c83905e4a60bbfe14c41427d59f97ca6d36fdd', 'https://github.com/fengjiachun/Jupiter/commit/d332f62946f174f1d98e7ccf963e5394dd2b2005', 'https://github.com/fengjiachun/Jupiter/commit/2ae07349f5ebc064e929f2ec8ecec3d583e70f7c', 'https://github.com/fengjiachun/Jupiter/commit/4efadc28e8a729e3556672e565991fdc09dad1d2', 'https://github.com/fengjiachun/Jupiter/commit/35aa49a43c955dca3205ca25793bf2f9487123a2', 'https://github.com/fengjiachun/Jupiter/commit/da0184d5ec755f7fc92604aed5a5015e35fe2c25', 'https://github.com/fengjiachun/Jupiter/commit/954ea39e26b6b24bb3ce6aeb4ca7f70731ab26ee', 'https://github.com/fengjiachun/Jupiter/commit/ebd87ea59cbe8c1438caf8b0d11342558902dd83']",0,0,0,5,23.0,22.0,2.0,2.0,109.0,109.0,237.0,241.0,0.0,0.0,48.0,48.0,50.0,50.0,listener[  ] chalkUpSentTimestamp[  ] hooks[  ] ,"jupiter-rpc/src/main/java/org/jupiter/rpc/consumer/future/InvokeFuture.java: [Extract Method(41), Rename Method(6), Change Variable Type(4), Rename Attribute(4), Change Attribute Type(2), Remove Attribute Modifier(2)]"
org.jupiter.registry.DefaultRegistryService,class,317 -> 465,1a4854fc4b2d49fea3f9d199e8c52d79cdc6ef1b -> 495fc89857049612a967df99a48facf287a38f7a,"['https://github.com/fengjiachun/Jupiter/commit/361a8d0111d09636169ed394fc21bd4fe55eb9c2', 'https://github.com/fengjiachun/Jupiter/commit/d2302d521c1a20d8b0e30b2694b49cb41992132a', 'https://github.com/fengjiachun/Jupiter/commit/5fbf219297e665f245fde1b9b8b9a5a4f00fa53b', 'https://github.com/fengjiachun/Jupiter/commit/47db1367796a492e6672fef4b774c90d26bbb030', 'https://github.com/fengjiachun/Jupiter/commit/971fd1213d755d1935ce5d915489a5b25d5c4b6f', 'https://github.com/fengjiachun/Jupiter/commit/b7fbee5f2175408dbecaa8ddb076b3695f0192cb', 'https://github.com/fengjiachun/Jupiter/commit/1a4854fc4b2d49fea3f9d199e8c52d79cdc6ef1b', 'https://github.com/fengjiachun/Jupiter/commit/495fc89857049612a967df99a48facf287a38f7a', 'https://github.com/fengjiachun/Jupiter/commit/deb3007254530d5452d193d896b4a3313bd73328', 'https://github.com/fengjiachun/Jupiter/commit/74fc28daee53dc7d438b8d5b3ba7b7036003f2b5', 'https://github.com/fengjiachun/Jupiter/commit/363cc0ae9d2f54bff36f112a6f0a364698a149ba', 'https://github.com/fengjiachun/Jupiter/commit/ab8edf61e5e462477d5f03e261fe5b5b7c23c306', 'https://github.com/fengjiachun/Jupiter/commit/c2b56f010390287ed0fb380db26d66bd710b2007', 'https://github.com/fengjiachun/Jupiter/commit/64c474972fa9069f600aa65959f3677fe7eee2e5', 'https://github.com/fengjiachun/Jupiter/commit/641bdd03be6b6e34905ea6e6a1e7c74dd4fc5a5c']",0,0,0,11,15.0,13.0,2.0,2.0,0.0,0.0,72.0,52.0,0.0,0.0,21.0,16.0,18.0,12.0,doSubscribe[ doSubscribe():1 ] init[ checkArgument():3 connectToConfigServer():1 ] doUnregister[ doUnregister():1 ] connectToConfigServer[ connect():1 ] doRegister[ doRegister():1 ] ,"jupiter-registry-default/src/main/java/org/jupiter/registry/DefaultRegistryService.java: [Change Parameter Type(4), Push Down Method(2)]"
org.jupiter.serialization.proto.io.ProtocolException,class,1479 -> 1484,61e2ecd668c49cc3618db5a3a3ec87a7cbf0ae75 -> 6d25cbd66ffb27818680543df16502caa2886daa,"['https://github.com/fengjiachun/Jupiter/commit/61e2ecd668c49cc3618db5a3a3ec87a7cbf0ae75', 'https://github.com/fengjiachun/Jupiter/commit/6d25cbd66ffb27818680543df16502caa2886daa']",0,0,0,1,2.0,2.0,2.0,2.0,45.0,28.0,33.0,27.0,0.0,0.0,0.0,0.0,10.0,8.0,ProtocolException[  ] invalidEndTag[  ] malformedVarInt[  ] misreportedSize[  ] negativeSize[  ] invalidTag[  ] invalidWireType[  ] sizeLimitExceeded[  ] recursionLimitExceeded[  ] ,jupiter-serialization/jupiter-serialization-protostuff/src/main/java/org/jupiter/serialization/proto/io/ProtocolException.java: [Extract Class(16)]
org.jupiter.rpc.executor.ForkJoinPoolExecutorFactory,class,718 -> 792,d33967a0f808f04a5f4cbc6089b87a9bdf1f2610 -> a197feb3f2c5e786f508bfdad0dc1e1150ed44fa,"['https://github.com/fengjiachun/Jupiter/commit/361a8d0111d09636169ed394fc21bd4fe55eb9c2', 'https://github.com/fengjiachun/Jupiter/commit/d33967a0f808f04a5f4cbc6089b87a9bdf1f2610', 'https://github.com/fengjiachun/Jupiter/commit/a197feb3f2c5e786f508bfdad0dc1e1150ed44fa', 'https://github.com/fengjiachun/Jupiter/commit/bdee4298cc462b203911b70c93f4f63c6cd5156f', 'https://github.com/fengjiachun/Jupiter/commit/e546c34d7f165e97be31b7ee288e529b6e9d55f8']",0,0,0,11,7.0,7.0,4.0,2.0,0.0,0.0,28.0,23.0,0.0,0.0,2.0,2.0,1.0,1.0,newExecutor[  ] ,"jupiter-rpc/src/main/java/org/jupiter/rpc/executor/ForkJoinPoolExecutorFactory.java: [Rename Parameter(4), Change Parameter Type(4), Extract Superclass(2)]"
org.jupiter.common.concurrent.queues.MpscLinkedQueue,class,1572 -> 1580,aa14aebb0f5a3b2cfb3df2b4afedf9cc60052747 -> b72714301ed13a52809c2510d9fdc46cf7010d2c,"['https://github.com/fengjiachun/Jupiter/commit/1f16f8c2760d51ac12f9a202ced1a8deb99fae73', 'https://github.com/fengjiachun/Jupiter/commit/018a11aca9797943a66fa50198cfe0b7d20125f0', 'https://github.com/fengjiachun/Jupiter/commit/aa14aebb0f5a3b2cfb3df2b4afedf9cc60052747', 'https://github.com/fengjiachun/Jupiter/commit/b72714301ed13a52809c2510d9fdc46cf7010d2c', 'https://github.com/fengjiachun/Jupiter/commit/e3feecaad020bd4c4e39d5332a52fe819dda7662']",0,0,0,5,11.0,10.0,9.0,9.0,66.0,66.0,122.0,123.0,0.0,0.0,20.0,19.0,30.0,30.0,offer[ soNext():1 newNode():1 xchgProducerNode():1 ] spinWaitForNextNode[ lvNext():1 ] newMpscLinkedQueue[ isSupportsGetAndSet():1 ] MpscLinkedQueue[ newNode():1 spConsumerNode():1 xchgProducerNode():1 ] getNextConsumerNode[ spinWaitForNextNode():1 lvNext():1 lvProducerNode():1 ] poll[ getSingleConsumerNodeValue():2 lpConsumerNode():1 spinWaitForNextNode():1 lvNext():1 lvProducerNode():1 ] fill[ soNext():2 get():2 newNode():2 fill():2 keepRunning():1 xchgProducerNode():1 ] remove[ soNext():4 getNextConsumerNode():3 lpConsumerNode():1 spinWaitForNextNode():1 spValue():1 lpValue():1 equals():1 casProducerNode():1 ] peek[ lpValue():2 lpConsumerNode():1 spinWaitForNextNode():1 lvNext():1 lvProducerNode():1 ] xchgProducerNode[  ] ,"jupiter-common/src/main/java/org/jupiter/common/concurrent/queues/MpscLinkedQueue.java: [Remove Class Modifier(2), Rename Variable(2), Rename Parameter(2), Remove Method Modifier(1), Pull Up Method(1)] jupiter-common/src/main/java/org/jupiter/common/concurrent/queues/MpscLinkedQueue7.java: [Rename Variable(2), Rename Parameter(2), Remove Method Modifier(1), Pull Up Method(1)]"
org.jupiter.rpc.load.balance.WeightArray,class,1494 -> 1495,fa79403f6c2be3b06457f811723f11bf9894af98 -> 8f9449dbd77866c6f35df0390bbee0b9214f9e7f,"['https://github.com/fengjiachun/Jupiter/commit/33c69b104850e6dedcbc1892065a31eb920448f8', 'https://github.com/fengjiachun/Jupiter/commit/574515d50117b9d43e039959d3709a4ab7f22dc6', 'https://github.com/fengjiachun/Jupiter/commit/4ebc0a1d500bfa0e9ad3c0ccb7377603fa9704c0', 'https://github.com/fengjiachun/Jupiter/commit/df4fe7cc12291a295daeab821838b7eb67948c09', 'https://github.com/fengjiachun/Jupiter/commit/74a0ffdbf6ccf4f5b2b0f4457e1ae37a3e560251', 'https://github.com/fengjiachun/Jupiter/commit/6fe5bbdc408777b2aff3f94e2e779cb39016397c', 'https://github.com/fengjiachun/Jupiter/commit/68b4c0b735f136ad49a9283e5da2dbfd8cfc0260', 'https://github.com/fengjiachun/Jupiter/commit/10086a8d6ac51e557547818705645e99b713f0da', 'https://github.com/fengjiachun/Jupiter/commit/fa79403f6c2be3b06457f811723f11bf9894af98', 'https://github.com/fengjiachun/Jupiter/commit/8f9449dbd77866c6f35df0390bbee0b9214f9e7f', 'https://github.com/fengjiachun/Jupiter/commit/fc1e213dad28b23969a0b39fd2d2da67517d2577', 'https://github.com/fengjiachun/Jupiter/commit/abbee67295330d9b66043404d3add5b2b0498337', 'https://github.com/fengjiachun/Jupiter/commit/4f0014e27fbdac5306480558978ff1a3f9ea63f7', 'https://github.com/fengjiachun/Jupiter/commit/04e1c8a8cbc9229c59434cae5ffd40de99a97b4e']",0,0,0,7,6.0,1.0,1.0,1.0,3.0,0.0,79.0,24.0,0.0,0.0,12.0,0.0,22.0,8.0,set[  ] get[  ] refresh[  ] ,"jupiter-rpc/src/main/java/org/jupiter/rpc/load/balance/WeightArray.java: [Move Method(3), Rename Method(2), Change Method Access Modifier(2), Move Attribute(1)]"
org.jupiter.rpc.JRequest,class,1372 -> 1668,15b1cb4897aeb267fa1bd05f4e2a885571877e3b -> 3203578eff599269a02def62da036709bdccb021,"['https://github.com/fengjiachun/Jupiter/commit/9b0712b230cfeaf1606e714a52941d14e1105002', 'https://github.com/fengjiachun/Jupiter/commit/caa2bfee57bf44f22247f26c50610d96cd16f578', 'https://github.com/fengjiachun/Jupiter/commit/d332f62946f174f1d98e7ccf963e5394dd2b2005', 'https://github.com/fengjiachun/Jupiter/commit/574515d50117b9d43e039959d3709a4ab7f22dc6', 'https://github.com/fengjiachun/Jupiter/commit/3b54518133cb0da8134a07ce86791dfc0997f2da', 'https://github.com/fengjiachun/Jupiter/commit/57e0ec83fe2dcd83562ccf9de34860487f9470dd', 'https://github.com/fengjiachun/Jupiter/commit/33fd0ade5139bde7ebb3610763b089d5c170aaae', 'https://github.com/fengjiachun/Jupiter/commit/ed807917bd848057d6a02b574522e5fd8d545ce2', 'https://github.com/fengjiachun/Jupiter/commit/e8ed9bac07d8586ad90bc288f4a350d66d77cf3a', 'https://github.com/fengjiachun/Jupiter/commit/15b1cb4897aeb267fa1bd05f4e2a885571877e3b', 'https://github.com/fengjiachun/Jupiter/commit/3203578eff599269a02def62da036709bdccb021']",0,0,0,22,8.0,6.0,1.0,1.0,19.0,16.0,52.0,46.0,0.0,0.0,14.0,11.0,18.0,16.0,invokeId[  ] toString[  ] JRequest[ getAndIncrement():1 ] message[  ] timestamp[  ] ,"jupiter-rpc/src/main/java/org/jupiter/rpc/JRequest.java: [Move And Inline Method(16), Change Method Access Modifier(4), Extract Class(4), Move Attribute(2)]"
org.jupiter.rpc.provider.processor.AbstractProviderProcessor,class,227 -> 349,fcbefba927c4670dc445d1aa0673d8f0d72db7c2 -> da20adf803aaa81005b31ba95ba057d5531abeb0,"['https://github.com/fengjiachun/Jupiter/commit/361a8d0111d09636169ed394fc21bd4fe55eb9c2', 'https://github.com/fengjiachun/Jupiter/commit/fcbefba927c4670dc445d1aa0673d8f0d72db7c2', 'https://github.com/fengjiachun/Jupiter/commit/da20adf803aaa81005b31ba95ba057d5531abeb0', 'https://github.com/fengjiachun/Jupiter/commit/b9fde39ebaac7d5e7150d52f6e9ad4ae37712b5c', 'https://github.com/fengjiachun/Jupiter/commit/a762e5a6b22b7cba36dd60bd23284d11762760ca', 'https://github.com/fengjiachun/Jupiter/commit/4ed92523eac15ce698421bb3dfc96ef9f2cac8ce', 'https://github.com/fengjiachun/Jupiter/commit/caa2bfee57bf44f22247f26c50610d96cd16f578', 'https://github.com/fengjiachun/Jupiter/commit/bea4dc0a7c00d11c2618aadc1360c945dc3b2cf6', 'https://github.com/fengjiachun/Jupiter/commit/d332f62946f174f1d98e7ccf963e5394dd2b2005', 'https://github.com/fengjiachun/Jupiter/commit/3b54518133cb0da8134a07ce86791dfc0997f2da', 'https://github.com/fengjiachun/Jupiter/commit/a6cfb80e019e400a398685d2783cda3d0f52de92', 'https://github.com/fengjiachun/Jupiter/commit/19949981b841a7c49b9e7fd2d5858c45574fbe86', 'https://github.com/fengjiachun/Jupiter/commit/909e1e7be217e50c2d3ba26a4fa3cd302257282b', 'https://github.com/fengjiachun/Jupiter/commit/1ebb52a344cefa15be6b79e753f573f2a9aba241', 'https://github.com/fengjiachun/Jupiter/commit/70b04efd869489e174a78c5cb72dd53ea6aa51e3', 'https://github.com/fengjiachun/Jupiter/commit/83a7805020e405ca0b4d9726a8575f54d90a578e', 'https://github.com/fengjiachun/Jupiter/commit/7344b041f7d99e7f73230ddbc6457296cab45a6c']",0,0,0,24,14.0,13.0,1.0,1.0,0.0,0.0,17.0,12.0,1.0,1.0,13.0,12.0,1.0,1.0,handleException[ invokeId():1 getSerializer():1 setError():1 bytes():1 writeObject():1 recycle():1 getInstance():1 stackTrace():1 error():1 value():1 write():1 status():1 ] lookupService[ lookupService():1 ] AbstractProviderProcessor[  ] ,"jupiter-rpc/src/main/java/org/jupiter/rpc/provider/processor/AbstractProviderProcessor.java: [Push Down Method(2), Push Down Attribute(1), Add Parameter(1), Change Method Access Modifier(1)]"
org.jupiter.rpc.consumer.future.InvokeFuture,interface,833 -> 1679,528a8e7f959336d30663822a80c68a75b86f2100 -> 1367f856926fc486ae2733ebe590067f64488350,"['https://github.com/fengjiachun/Jupiter/commit/361a8d0111d09636169ed394fc21bd4fe55eb9c2', 'https://github.com/fengjiachun/Jupiter/commit/449f01bc3e92cf5f08d4d581c1ac5740c27a7a9c', 'https://github.com/fengjiachun/Jupiter/commit/528a8e7f959336d30663822a80c68a75b86f2100', 'https://github.com/fengjiachun/Jupiter/commit/1367f856926fc486ae2733ebe590067f64488350']",0,0,0,32,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,listener[  ] hooks[  ] sent[  ] singleResult[  ] ,"jupiter-rpc/src/main/java/org/jupiter/rpc/consumer/future/InvokeFuture.java: [Extract Class(23), Move Attribute(12), Move Method(12), Add Method Annotation(8), Change Thrown Exception Type(6), Change Variable Type(6), Extract Subclass(6), Modify Class Annotation(4), Push Down Method(4), Change Type Declaration Kind(2), Change Parameter Type(2), Extract Interface(2), Change Return Type(2), Move Class(1), Move And Rename Method(1), Change Method Access Modifier(1)] jupiter-rpc/src/main/java/org/jupiter/rpc/consumer/future/InvokeFutureContext.java: [Rename Method(2)]"
org.jupiter.rpc.load.balance.WeightSupport,class,1495 -> 1499,8f9449dbd77866c6f35df0390bbee0b9214f9e7f -> fc1e213dad28b23969a0b39fd2d2da67517d2577,"['https://github.com/fengjiachun/Jupiter/commit/8f9449dbd77866c6f35df0390bbee0b9214f9e7f', 'https://github.com/fengjiachun/Jupiter/commit/fc1e213dad28b23969a0b39fd2d2da67517d2577']",0,0,0,6,7.0,7.0,1.0,1.0,21.0,15.0,92.0,85.0,0.0,0.0,15.0,14.0,25.0,23.0,WeightSupport[  ] binarySearchIndex[ get():1 ] weightsDivisionGcd[ n_gcd():1 ] getWeight[ getWarmUp():1 millisClock():1 getWeight():1 now():1 timestamp():1 ] gcd[ numberOfTrailingZeros():3 min():1 ] computeWeights[ getWeight():2 isWarmUpComplete():2 weightsDivisionGcd():1 setWeightArray():1 directoryString():1 ] n_gcd[ gcd():1 n_gcd():1 ] ,"jupiter-rpc/src/main/java/org/jupiter/rpc/load/balance/WeightSupport.java: [Extract Class(3), Move Method(2)]"
org.jupiter.common.util.internal.Recyclers$WeakOrderQueue,innerclass,55 -> 346,57c1bd8118e4cd9050b271044f8d0ac9423fd770 -> 7bc5a2a4e7d6899a112d0932e2204e07156f0c8a,"['https://github.com/fengjiachun/Jupiter/commit/361a8d0111d09636169ed394fc21bd4fe55eb9c2', 'https://github.com/fengjiachun/Jupiter/commit/57c1bd8118e4cd9050b271044f8d0ac9423fd770', 'https://github.com/fengjiachun/Jupiter/commit/7bc5a2a4e7d6899a112d0932e2204e07156f0c8a', 'https://github.com/fengjiachun/Jupiter/commit/0605964566c153982f1a498786567ef1751ba999']",0,0,0,8,4.0,4.0,3.0,3.0,0.0,0.0,88.0,85.0,0.0,0.0,6.0,5.0,18.0,17.0,add[ get():2 lazySet():1 ] WeakOrderQueue[  ] transfer[ min():1 get():1 increaseCapacity():1 ] hasFinalData[ get():1 ] ,"jupiter-common/src/main/java/org/jupiter/common/util/internal/Recyclers.java: [Extract Method(6), Remove Method Annotation(3)]"
